STTSTTSTT,Tên sản phẩmTên sản phẩmTên sản phẩm,Chỉ tiêu kỹ thuậtChỉ tiêu kỹ thuậtChỉ tiêu kỹ thuật,Mức yêu cầuMức yêu cầuMức yêu cầu,Phương pháp thửPhương pháp thửPhương pháp thử,"Phương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫu","Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)"
2.4.1.2.4.1.2.4.1.,Tủ trung tâm báo cháyTủ trung tâm báo cháyTủ trung tâm báo cháy,10. Tuổi thọ nguồn độc lập (***)10. Tuổi thọ nguồn độc lập (***)10. Tuổi thọ nguồn độc lập (***),5.3.25.3.25.3.2TCVN 7568-25:2023TCVN 7568-25:2023TCVN 7568-25:2023,8.3.38.3.38.3.3TCVN 7568-25:2023TCVN 7568-25:2023TCVN 7568-25:2023,"Mẫu được lấy ngẫu nhiên tại lố phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lố phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lố phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:+ Nếu n ≤ 3 thì lấy mẫu tất cả;+ Nếu n ≤ 3 thì lấy mẫu tất cả;+ Nếu n ≤ 3 thì lấy mẫu tất cả;+ Nếu 3 < n ≤ 100 thì lấy 03 mẫu;+ Nếu 3 < n ≤ 100 thì lấy 03 mẫu;+ Nếu 3 < n ≤ 100 thì lấy 03 mẫu;+ Nếu 100 < n ≤ 500 thì lấy 06 mẫu;+ Nếu 100 < n ≤ 500 thì lấy 06 mẫu;+ Nếu 100 < n ≤ 500 thì lấy 06 mẫu;+ Nếu n > 500 thì lấy 09 mẫu.+ Nếu n > 500 thì lấy 09 mẫu.+ Nếu n > 500 thì lấy 09 mẫu.",8531.10.208531.10.208531.10.20
2.4.1.2.4.1.2.4.1.,Tủ trung tâm báo cháyTủ trung tâm báo cháyTủ trung tâm báo cháy,11. Xuyên nhiễu giữa các hệ thống của cùng một nhà sản xuất (***)11. Xuyên nhiễu giữa các hệ thống của cùng một nhà sản xuất (***)11. Xuyên nhiễu giữa các hệ thống của cùng một nhà sản xuất (***),4.2.5.24.2.5.24.2.5.2TCVN 7568-25:2023TCVN 7568-25:2023TCVN 7568-25:2023,8.2.68.2.68.2.6TCVN 7568-25:2023TCVN 7568-25:2023TCVN 7568-25:2023,"Mẫu được lấy ngẫu nhiên tại lố phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lố phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lố phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:+ Nếu n ≤ 3 thì lấy mẫu tất cả;+ Nếu n ≤ 3 thì lấy mẫu tất cả;+ Nếu n ≤ 3 thì lấy mẫu tất cả;+ Nếu 3 < n ≤ 100 thì lấy 03 mẫu;+ Nếu 3 < n ≤ 100 thì lấy 03 mẫu;+ Nếu 3 < n ≤ 100 thì lấy 03 mẫu;+ Nếu 100 < n ≤ 500 thì lấy 06 mẫu;+ Nếu 100 < n ≤ 500 thì lấy 06 mẫu;+ Nếu 100 < n ≤ 500 thì lấy 06 mẫu;+ Nếu n > 500 thì lấy 09 mẫu.+ Nếu n > 500 thì lấy 09 mẫu.+ Nếu n > 500 thì lấy 09 mẫu.",8531.10.208531.10.208531.10.20
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,1. Khả năng tái lặp1. Khả năng tái lặp1. Khả năng tái lặp,5.2.35.2.35.2.3TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,5.2.25.2.25.2.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,2. Sự phụ thuộc vào hướng2. Sự phụ thuộc vào hướng2. Sự phụ thuộc vào hướng,5.3.35.3.35.3.3TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,5.3.25.3.25.3.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,3. Khả năng tái tạo3. Khả năng tái tạo3. Khả năng tái tạo,5.4.35.4.35.4.3TCVN 7568-7:2015TCVN 7568TCVN 7568-7:2015-7:2015,5.4.25.4.25.4.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,4. Biến đổi của các thông số nguồn cấp điện4. Biến đổi của các thông số nguồn cấp điện4. Biến đổi của các thông số nguồn cấp điện,5.5.35.5.35.5.3TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,5.5.25.5.25.5.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,5. Chuyển động của gió (không khí)5. Chuyển động của gió (không khí)5. Chuyển động của gió (không khí),5.6.35.6.35.6.3TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,5.6.25.6.25.6.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,6. Sự lóa mắt6. Sự lóa mắt6. Sự lóa mắt,5.7.35.7.35.7.3TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,5.7.25.5.7.27.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,7 Nóng khô (vận hành)7 Nóng khô (vận hành)7 Nóng khô (vận hành),5.8.35.8.35.8.3TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,5.8.25.8.25.8.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,"8. Nóng ẩm, trạng thái ổn định (vận hành)8. Nóng ẩm, trạng thái ổn định (vận hành)8. Nóng ẩm, trạng thái ổn định (vận hành)",5.10.35.10.35.10.3TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,5.10.25.10.25.10.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
2.4.2.2.4.2.2.4.2.,Đầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểmĐầu báo cháy khói kiểu điểm,9. Ăn mòn sunfua dioxide (SO2) (*)9. Ăn mòn sunfua dioxide (SO9. Ăn mòn sunfua dioxide (SO22) (*)) (*),5.12.35.12.35.12.3TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,5.12.25.15.12.22.2TCVN 7568-7:2015TCVN 7568-7:2015TCVN 7568-7:2015,"Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:Mẫu được lấy ngẫu nhiên tại lô phương tiện, số lượng mẫu được lấy phụ thuộc vào số lượng phương tiện trong lô (n), cụ thể như sau:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:- Thử nghiệm lô lần đầu:+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu n ≤ 1.000 thì lấy 09 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 18 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 27 mẫu;+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.+ Nếu n > 10.000 thì lấy 36 mẫu.- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:- Thử nghiệm lô lần kế tiếp:+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu n ≤ 1.000 thì lấy 07 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 1.000 < n ≤ 5.000 thì lấy 14 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu 5.000 < n ≤ 10.000 thì lấy 21 mẫu;+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.+ Nếu n > 10.000 thì lấy 28 mẫu.",8531.10.308531.10.308531.10.30
